treatment_name,treatment_ID,category_name,description
salsify,1730,Food & Drinks,
salt,1731,Food & Drinks,
same,1732,Supplements,
samphire,1733,Supplements,
sandwich spread,1734,Food & Drinks,
sandy everlasting,1735,Supplements,
sangre de grado,1736,Supplements,
sanicle,1737,Supplements,
sapodilla,1738,Food & Drinks,
sapote,1739,Food & Drinks,
sarsaparilla,1740,Supplements,
sassafras,1741,Supplements,
sauce,1742,Food & Drinks,
sauerkraut,1743,Food & Drinks,
sausage,1744,Food & Drinks,
savin tops,1745,Supplements,
saw palmetto,1746,Supplements,
scarlet pimpernel,1747,Supplements,
schar,1748,Food & Drinks,
schiff,1749,Food & Drinks,
schisandra,1750,Supplements,
schizonepeta,1751,Supplements,
school lunch,1752,Food & Drinks,
scopolia,1753,Supplements,
scotch broom,1754,Supplements,
scotch thistle,1755,Supplements,
scrapple,1756,Food & Drinks,
scurvy grass,1757,Supplements,
sea buckthorn,1758,Supplements,
sea cucumber,1759,Food & Drinks,
sea lion,1760,Food & Drinks,
seal,1761,Food & Drinks,
seasoning mix,1762,Food & Drinks,
seaweed,1763,Food & Drinks,
secretin,1764,Supplements,
seeds,1765,Food & Drinks,
seitai therapy,1766,Alternative Thearpies,
selenium,1767,Supplements,
selenium,1768,Supplements,
self-heal,1769,Supplements,
self-hypnosis,1770,Alternative Thearpies,
semolina,1771,Food & Drinks,
senega,1772,Supplements,
senna,1773,Supplements,
serrapeptase,1774,Supplements,
sesbania flower,1775,Food & Drinks,
shake,1776,Food & Drinks,
shallots,1777,Food & Drinks,
shark cartilage,1778,Supplements,
shark cartilage,1779,Supplements,
shark liver oil,1780,Supplements,
shellac,1781,Supplements,
shepherd's purse,1782,Supplements,
sherbet,1783,Food & Drinks,
shiatsu,1784,Alternative Thearpies,
shiatsu,1785,Alternative Thearpies,
shiitake mushroom,1786,Supplements,
shortening,1787,Food & Drinks,
shortening bread,1788,Food & Drinks,
shortening cake mix,1789,Food & Drinks,
shortening confectionery,1790,Food & Drinks,
shortening frying (heavy duty),1791,Food & Drinks,
shortening household soybean (hydrogenated) and palm,1792,Food & Drinks,
shortening industrial,1793,Food & Drinks,
siddha medicine,1794,Alternative Thearpies,
silicon,1795,Supplements,
silk banana-strawberry soy yogurt,1796,Food & Drinks,
silk black cherry soy yogurt,1797,Food & Drinks,
silk blueberry soy yogurt,1798,Food & Drinks,
silk chai,1799,Food & Drinks,
silk chocolate,1800,Food & Drinks,
silk coffee,1801,Food & Drinks,
silk french vanilla creamer,1802,Food & Drinks,
silk hazelnut creamer,1803,Food & Drinks,
silk key lime soy yogurt,1804,Food & Drinks,
silk light chocolate,1805,Food & Drinks,
silk light plain,1806,Food & Drinks,
silk light vanilla,1807,Food & Drinks,
silk mocha,1808,Food & Drinks,
silk nog,1809,Food & Drinks,
silk original creamer,1810,Food & Drinks,
silk peach soy yogurt,1811,Food & Drinks,
silk plain,1812,Food & Drinks,
silk plain soy yogurt,1813,Food & Drinks,
silk plus fiber,1814,Food & Drinks,
silk plus for bone health,1815,Food & Drinks,
silk plus omega-3 dha,1816,Food & Drinks,
silk raspberry soy yogurt,1817,Food & Drinks,
silk strawberry soy yogurt,1818,Food & Drinks,
silk unsweetened,1819,Food & Drinks,
silk vanilla,1820,Food & Drinks,
silk vanilla soy yogurt (family size),1821,Food & Drinks,
silk vanilla soy yogurt (single serving size),1822,Food & Drinks,
silk very vanilla,1823,Food & Drinks,
simaruba,1824,Supplements,
sitostanol,1825,Supplements,
skirret,1826,Supplements,
skullcap,1827,Supplements,
skunk cabbage,1828,Supplements,
slippery elm,1829,Supplements,
smart soup,1830,Food & Drinks,
smartweed,1831,Supplements,
smelt,1832,Food & Drinks,
smooth alder,1833,Supplements,
snack,1834,Food & Drinks,
snacks,1835,Food & Drinks,
sneezewort,1836,Supplements,
solomon's seal,1837,Supplements,
sonopuncture,1838,Alternative Thearpies,
sorghum flour,1839,Food & Drinks,
sorghum grain,1840,Food & Drinks,
sorrel,1841,Supplements,
sound therapy,1842,Alternative Thearpies,
sound therapy,1843,Alternative Thearpies,
sound therapy,1844,Alternative Thearpies,
soup,1845,Food & Drinks,
sour cherry,1846,Supplements,
sour cream,1847,Food & Drinks,
sour dressing,1848,Food & Drinks,
sourdock,1849,Food & Drinks,
soursop,1850,Food & Drinks,
soursoup leaf,1851,Supplements,
south african geranium,1852,Supplements,
southern prickly ash,1853,Supplements,
soy,1854,Supplements,
soy flour,1855,Food & Drinks,
soy meal,1856,Food & Drinks,
soy protein concentrate,1857,Food & Drinks,
soy protein isolate,1858,Food & Drinks,
soy sauce,1859,Food & Drinks,
soy sauce made from hydrolyzed vegetable protein,1860,Food & Drinks,
soy sauce made from soy (tamari),1861,Food & Drinks,
soy sauce made from soy and wheat (shoyu),1862,Food & Drinks,
soybean,1863,Food & Drinks,
soybean oil,1864,Supplements,
soybeans,1865,Food & Drinks,
soymilk,1866,Food & Drinks,
soymilk (all flavors),1867,Food & Drinks,
spaghetti,1868,Food & Drinks,
spaghetti with meat sauce,1869,Food & Drinks,
spanish broom,1870,Supplements,
spanish origanum oil,1871,Supplements,
spanish rice mix,1872,Food & Drinks,
spearmint,1873,Supplements,
spearmint,1874,Food & Drinks,
spelt,1875,Food & Drinks,
spices,1876,Food & Drinks,
spinach,1877,Supplements,
spinach,1878,Food & Drinks,
spinach souffle,1879,Food & Drinks,
spiny restharrow,1880,Supplements,
spiritual mind treatment,1881,Alternative Thearpies,
spirulina,1882,Supplements,
spirulina,1883,Supplements,
spirulina,1884,Supplements,
spleen extract,1885,Supplements,
split pea soup,1886,Food & Drinks,
split pea with ham soup,1887,Food & Drinks,
squab,1888,Food & Drinks,
squalamine,1889,Supplements,
squash,1890,Food & Drinks,
squawvine,1891,Supplements,
squill,1892,Supplements,
squirrel,1893,Food & Drinks,
st. john's wort,1894,Supplements,
star anise,1895,Supplements,
star of bethlehem,1896,Supplements,
stavesacre,1897,Supplements,
steelhead trout,1898,Food & Drinks,
stevia,1899,Supplements,
stew,1900,Food & Drinks,
stew/soup,1901,Food & Drinks,
stinging nettle,1902,Supplements,
stinging nettles,1903,Food & Drinks,
stone root,1904,Supplements,
storax,1905,Supplements,
strawberries,1906,Food & Drinks,
strawberry,1907,Supplements,
strawberry-flavor beverage mix,1908,Food & Drinks,
stress management,1909,Alternative Thearpies,
stress management therapy,1910,Alternative Thearpies,
strontium,1911,Supplements,
strophanthus,1912,Supplements,
structural integration,1913,Alternative Thearpies,
strudel,1914,Food & Drinks,
subway,1915,Food & Drinks,
succotash,1916,Food & Drinks,
sugar,1917,Food & Drinks,
sugar-apples,1918,Food & Drinks,
sugars,1919,Food & Drinks,
sulforaphane,1920,Supplements,
suma,1921,Supplements,
sumbul,1922,Supplements,
summer savory,1923,Supplements,
sundew,1924,Supplements,
sunflower oil,1925,Supplements,
superoxide dismutase,1926,Supplements,
support groups,1927,Alternative Thearpies,
support groups,1928,Alternative Thearpies,
swallowroot,1929,Supplements,
swamp milkweed,1930,Supplements,
sweet almond,1931,Supplements,
sweet annie,1932,Supplements,
sweet bay,1933,Supplements,
sweet cherry,1934,Supplements,
sweet cicely,1935,Supplements,
sweet clover,1936,Supplements,
sweet gale,1937,Supplements,
sweet orange,1938,Supplements,
sweet potato,1939,Food & Drinks,
sweet potato leaves,1940,Food & Drinks,
sweet potato puffs,1941,Food & Drinks,
sweet potatoes,1942,Food & Drinks,
sweet rolls,1943,Food & Drinks,
sweet sumach,1944,Supplements,
sweet vernal grass,1945,Supplements,
sweet violet,1946,Supplements,
sweet woodruff,1947,Supplements,
sweetener,1948,Food & Drinks,
sweeteners,1949,Food & Drinks,
swisswurst,1950,Food & Drinks,
syrup,1951,Food & Drinks,
syrups,1952,Food & Drinks,
t.g.i. friday's,1953,Food & Drinks,
t•à?ai chi ch•à?uan,1954,Alternative Thearpies,
taco bell,1955,Food & Drinks,
taco shells,1956,Food & Drinks,
tagetes,1957,Supplements,
tai chi,1958,Alternative Thearpies,
tai chi,1959,Alternative Thearpies,
tamales,1960,Food & Drinks,
tamales (navajo),1961,Food & Drinks,
tamarind,1962,Supplements,
tamarind nectar,1963,Food & Drinks,
tamarinds,1964,Food & Drinks,
tamarix dioica,1965,Supplements,
tangerine juice,1966,Food & Drinks,
tangerines,1967,Food & Drinks,
tannic acid,1968,Supplements,
tansy,1969,Supplements,
tansy ragwort,1970,Supplements,
tapioca,1971,Food & Drinks,
taquitos,1972,Food & Drinks,
taro,1973,Food & Drinks,
taro leaves,1974,Food & Drinks,
taro shoots,1975,Food & Drinks,
tarragon,1976,Supplements,
tart,1977,Food & Drinks,
taumelloolch,1978,Supplements,
taurine,1979,Supplements,
tea,1980,Food & Drinks,
tea tree oil,1981,Supplements,
teazle,1982,Supplements,
teff,1983,Food & Drinks,
tempeh,1984,Food & Drinks,
tennis bread,1985,Food & Drinks,
terminalia,1986,Supplements,
testosterone boosters,1987,Supplements,
thai massage,1988,Alternative Thearpies,
thalassotherapy,1989,Alternative Thearpies,
the budwig protocol,1990,Alternative Thearpies,
theaflavin,1991,Supplements,
theanine,1992,Supplements,
therapeutic horseback riding,1993,Alternative Thearpies,
therapeutic touch,1994,Alternative Thearpies,
thiamine (vitamin b1),1995,Supplements,
threonine,1996,Supplements,
thuja,1997,Supplements,
thunder god vine,1998,Supplements,
thuringer,1999,Food & Drinks,
thyme,2000,Supplements,
thyme,2001,Food & Drinks,
thymus extract,2002,Supplements,
thyroid hormone,2003,Supplements,
tibetan eye chart,2004,Alternative Thearpies,
tinospora cordifolia,2005,Supplements,
tiratricol,2006,Supplements,
toaster pastries,2007,Food & Drinks,
toddler drink,2008,Food & Drinks,
toddler formula,2009,Food & Drinks,
tofu,2010,Food & Drinks,
tofu yogurt,2011,Food & Drinks,
tolu balsam,2012,Supplements,
tomatillos,2013,Food & Drinks,
tomato,2014,Supplements,
tomato and vegetable juice,2015,Food & Drinks,
tomato juice,2016,Food & Drinks,
tomato powder,2017,Food & Drinks,
tomato products,2018,Food & Drinks,
tomato sauce,2019,Food & Drinks,
tomatoes,2020,Food & Drinks,
tonka bean,2021,Supplements,
topping,2022,Food & Drinks,
toppings,2023,Food & Drinks,
tormentil,2024,Supplements,
tortellini,2025,Food & Drinks,
tortilla,2026,Food & Drinks,
tortilla chips,2027,Food & Drinks,
tortillas,2028,Food & Drinks,
tostada shells,2029,Food & Drinks,
traditional chinese medicine,2030,Alternative Thearpies,
traditional chinese medicine,2031,Alternative Thearpies,
traditional japanese medicine,2032,Alternative Thearpies,
traditional korean medicine,2033,Alternative Thearpies,
traditional mongolian medicine,2034,Alternative Thearpies,
traditional tibetan medicine,2035,Alternative Thearpies,
tragacanth,2036,Supplements,
trager approach,2037,Alternative Thearpies,
trailing arbutus,2038,Supplements,
transcendental meditation,2039,Alternative Thearpies,
transfer factor,2040,Supplements,
traveler's joy,2041,Supplements,
tree fern,2042,Food & Drinks,
tree of heaven,2043,Supplements,
tree turmeric,2044,Supplements,
trichopus zeylanicus,2045,Supplements,
trigger point therapy,2046,Alternative Thearpies,
triticale,2047,Food & Drinks,
triticale flour,2048,Food & Drinks,
tronadora,2049,Supplements,
trypsin,2050,Supplements,
tryptophan,2051,Supplements,
tui na,2052,Alternative Thearpies,
tung seed,2053,Supplements,
turkey,2054,Food & Drinks,
turkey and gravy,2055,Food & Drinks,
turkey breast,2056,Food & Drinks,
turkey corn,2057,Supplements,
turkey from whole,2058,Food & Drinks,
turkey pot pie,2059,Food & Drinks,
turkey roast,2060,Food & Drinks,
turkey sticks,2061,Food & Drinks,
turkey thigh,2062,Food & Drinks,
turmeric,2063,Supplements,
turmeric,2064,Supplements,
turnip greens,2065,Food & Drinks,
turnip greens and turnips,2066,Food & Drinks,
turnips,2067,Food & Drinks,
turnover,2068,Food & Drinks,
turpentine oil,2069,Supplements,
turtle,2070,Food & Drinks,
turtle head,2071,Supplements,
tyrosine,2072,Supplements,
udi's,2073,Food & Drinks,
usnea,2074,Supplements,
uva ursi,2075,Supplements,
uzara,2076,Supplements,
valerian,2077,Supplements,
vanadium,2078,Supplements,
vanilla,2079,Supplements,
vanilla extract,2080,Food & Drinks,
van's,2081,Food & Drinks,
veal,2082,Food & Drinks,
vegetable juice,2083,Food & Drinks,
vegetable juice cocktail,2084,Food & Drinks,
vegetable oil,2085,Food & Drinks,
vegetable oil-butter spread,2086,Food & Drinks,
vegetables,2087,Food & Drinks,
vegetarian fillets,2088,Food & Drinks,
vegetarian meatloaf or patties,2089,Food & Drinks,
veggie burgers or soyburgers,2090,Food & Drinks,
verbena,2091,Supplements,
vermicelli,2092,Food & Drinks,
veronica,2093,Supplements,
vetiver,2094,Supplements,
vinegar,2095,Food & Drinks,
vinespinach,2096,Food & Drinks,
vinpocetine,2097,Supplements,
visualisation,2098,Alternative Thearpies,
vital wheat gluten,2099,Food & Drinks,
vitamin a,2100,Supplements,
vitamin a,2101,Supplements,
vitamin b,2102,Supplements,
vitamin b12,2103,Supplements,
vitamin b12,2104,Supplements,
vitamin c,2105,Supplements,
vitamin c (ascorbic acid),2106,Supplements,
vitamin d,2107,Supplements,
vitamin d,2108,Supplements,
vitamin d,2109,Supplements,
vitamin e,2110,Supplements,
vitamin e,2111,Supplements,
vitamin k,2112,Supplements,
vitamin o,2113,Supplements,
vitasoy usa,2114,Food & Drinks,
vitasoy usa azumaya,2115,Food & Drinks,
vitasoy usa nasoya,2116,Food & Drinks,
vitasoy usa organic nasoya,2117,Food & Drinks,
vitasoy usa organic nasoya sprouted,2118,Food & Drinks,
wafer ash,2119,Supplements,
waffle,2120,Food & Drinks,
waffles,2121,Food & Drinks,
wahoo,2122,Supplements,
wallflower,2123,Supplements,
walrus,2124,Food & Drinks,
wasabi,2125,Food & Drinks,
water,2126,Food & Drinks,
water avens,2127,Supplements,
water convolvulus,2128,Food & Drinks,
water cure (therapy),2129,Alternative Thearpies,
water dock,2130,Supplements,
water dropwort,2131,Supplements,
water fennel,2132,Supplements,
water germander,2133,Supplements,
water hemlock,2134,Supplements,
water plantain,2135,Supplements,
waterchestnuts,2136,Food & Drinks,
watercress,2137,Supplements,
watercress,2138,Food & Drinks,
watermelon,2139,Food & Drinks,
waxgourd,2140,Food & Drinks,
wendy's,2141,Food & Drinks,
wend'ys,2142,Food & Drinks,
western herbal medicine,2143,Alternative Thearpies,
whale,2144,Food & Drinks,
wheat,2145,Food & Drinks,
wheat bran,2146,Supplements,
wheat bran,2147,Food & Drinks,
wheat flour,2148,Food & Drinks,
wheat flours,2149,Food & Drinks,
wheat germ,2150,Food & Drinks,
wheatgrass,2151,Supplements,
whey,2152,Food & Drinks,
whey protein,2153,Supplements,
whey protein,2154,Supplements,
whipped cream substitute,2155,Food & Drinks,
whipped topping,2156,Food & Drinks,
whiskey sour mix,2157,Food & Drinks,
white cohosh,2158,Supplements,
white dead nettle flower,2159,Supplements,
white hellebore,2160,Supplements,
white horehound,2161,Supplements,
white lily,2162,Supplements,
white mustard,2163,Supplements,
white sandalwood,2164,Supplements,
white soapwort,2165,Supplements,
wild carrot,2166,Supplements,
wild cherry,2167,Supplements,
wild daisy,2168,Supplements,
wild indigo,2169,Supplements,
wild lettuce,2170,Supplements,
wild mint,2171,Supplements,
wild radish,2172,Supplements,
wild rice,2173,Food & Drinks,
wild thyme,2174,Supplements,
wild yam,2175,Supplements,
willard water,2176,Supplements,
willow,2177,Food & Drinks,
willow bark,2178,Supplements,
wine,2179,Supplements,
winged bean,2180,Food & Drinks,
winged bean leaves,2181,Food & Drinks,
winged bean tuber,2182,Food & Drinks,
winged beans,2183,Food & Drinks,
winter cherry,2184,Supplements,
winter savory,2185,Supplements,
wintergreen,2186,Supplements,
winter's bark,2187,Supplements,
witch hazel,2188,Supplements,
wocas,2189,Food & Drinks,
wonton wrappers (includes egg roll wrappers),2190,Food & Drinks,
wood anemone,2191,Supplements,
wood sage,2192,Supplements,
wood sorrel,2193,Supplements,
woodbine,2194,Supplements,
wormseed,2195,Supplements,
wormwood,2196,Supplements,
xanthan gum,2197,Supplements,
xanthoparmelia,2198,Supplements,
xylitol,2199,Supplements,
yachtwurst,2200,Food & Drinks,
yam,2201,Food & Drinks,
yambean (jicama),2202,Food & Drinks,
yardlong bean,2203,Food & Drinks,
yardlong beans,2204,Food & Drinks,
yarrow,2205,Supplements,
yautia (tannier),2206,Food & Drinks,
yeast extract spread,2207,Food & Drinks,
yellow dock,2208,Supplements,
yellow lupin,2209,Supplements,
yellow rice with seasoning,2210,Food & Drinks,
yellow toadflax,2211,Supplements,
yerba mansa,2212,Supplements,
yerba santa,2213,Supplements,
yew,2214,Supplements,
yin chen,2215,Supplements,
ylang ylang oil,2216,Supplements,
yoga,2217,Alternative Thearpies,
yoga,2218,Alternative Thearpies,
yoga,2219,Alternative Thearpies,
yoga,2220,Alternative Thearpies,
yogurt,2221,Supplements,
yogurt,2222,Food & Drinks,
yogurt parfait,2223,Food & Drinks,
yohimbe,2224,Supplements,
yohimbine,2225,Supplements,
yokan,2226,Food & Drinks,
yucca,2227,Supplements,
zang fu theory,2228,Alternative Thearpies,
zedoary,2229,Supplements,
zinc,2230,Supplements,
zinc,2231,Supplements,
zwieback,2232,Food & Drinks,
